,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
1345,40.27420769,,73.46419327,17029.0,,,,467.3975,,247.787,,,1.519351222,46930535.5,15.78947368,0.086281277,0.001862208,2000.0,220.0,17.57,2024.7,160.68,1.230810105,0.916588179,1.336347574,,24.47,136.62,0.245901639,57.0,23180.0,9.0,128.25,0.038826575,,,,237192.0,22.085,0.953552095,,23200.0
1346,35.81125626,,73.50733391,17039.0,,,,467.84,,247.9658,,,1.67900958,53478990.1,15.78947368,0.129421915,0.0027519,3000.0,220.0,17.82,2039.3,169.14,1.232090848,0.918451888,1.336611568,,17.2,139.83,0.250215703,58.0,23180.0,9.0,129.64,0.038826575,,,,239158.0,21.938,0.825448163,,23200.0
1347,36.55083965,,73.50733391,17039.0,,,,,,,,,1.839328951,62276463.67,,0.129421915,0.002713564,3000.0,,17.37,1973.9,150.47,1.209346895,0.905080794,1.312151496,,17.2,135.35,0.253377912,58.733,23180.0,9.0,130.09,0.038826575,,,,240823.0,21.783,0.693780245,,23200.0
1348,,,,,,,,,,,,,1.820236567,63983296.85,,,,,,18.27,2061.7,139.41,1.164693688,0.846280705,1.271624911,,,133.0,,,,9.0,130.77,,,,,242328.0,21.62,0.622995655,,
1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,,,25.33333333,190.0,,,40.0,24.545,66.66666667,16.1516,0.115497222,1.966594172,12.1373151,40266666.67,,5.333333333,0.058225858,4000.0,2083.0,174.24,1357.2,96.43,,,,,750.0,95.71,64.152,481.14,750.0,128.0,91.54,17.33333333,,,,23921.0,34.821,-0.600176853,,750.0
1351,,,28.0,210.0,,,50.0,24.545,66.66666667,16.1516,0.07848857,2.17434936,11.90399502,39696296.3,,6.666666667,0.073157171,5000.0,2083.0,175.21,1357.3,93.58,,,,,600.0,93.44,63.82666667,478.7,750.0,129.0,92.67,18.66666667,737.9954406,2.675747833,20.25107848,23740.0,34.735,-0.759534505,6.537479767,750.0
1352,,,29.33333333,220.0,,,50.0,24.5475,66.66666667,16.1516,0.907613945,1.838582595,11.29497578,38425925.93,,6.666666667,0.073364342,5000.0,2083.0,173.8,1359.2,82.98,,,,,600.0,84.56,63.82666667,478.7,750.0,128.0,93.75,20.0,,,,23593.0,34.618,-0.621133132,,750.0
1353,,,29.33333333,220.0,,,50.0,24.5475,50.0,10.9068,0.119867795,1.671456384,10.840012,36118518.52,,6.666666667,0.073247195,5000.0,2083.0,176.14,1364.1,82.44,,,,,86.6,84.15,63.82666667,478.7,750.0,129.0,94.13,20.0,,,,23421.0,34.311,-0.731700206,,750.0
1354,,,29.33333333,220.0,,,50.0,24.55,50.0,11.473,0.113361308,1.518479204,11.03847067,37896296.3,,6.666666667,0.073054557,5000.0,2083.0,180.0,1333.3,76.09,,,,,148.2,78.92,63.82666667,478.7,750.0,135.0,95.42,20.0,,,,23274.0,34.006,-0.629619812,,750.0
1355,,,29.33333333,220.0,,,50.0,24.5525,50.0,12.0988,0.065253101,1.832705312,11.19785363,41118518.52,,6.666666667,0.072913932,5000.0,2083.0,182.02,1377.5,79.07,,,,,198.6,81.55,63.82666667,478.7,750.0,132.0,96.05,20.0,,,,23110.0,33.701,-0.70714334,,750.0
1356,,,29.33333333,220.0,,,50.0,24.5525,50.0,12.4564,0.093600595,1.3418119,11.48766129,41844444.44,,6.666666667,0.072807758,5000.0,2083.0,190.0,1357.1,76.76,,,,,207.8,79.77,63.82666667,478.7,750.0,140.0,97.32,20.0,,,,22936.0,33.399,-0.755769571,,750.0
1357,,,29.33333333,220.0,,,50.0,24.535,50.0,10.9366,0.042749187,2.023174023,10.50129071,40981481.48,,6.666666667,0.072735737,5000.0,2083.0,200.0,1404.7,81.01,,,,,134.2,83.29,63.82666667,478.7,750.0,142.0,96.58,20.0,,,,22752.0,33.097,-0.805467496,,750.0
1358,,,29.33333333,220.0,,,50.0,24.7175,50.0,13.7974,0.054146706,1.912316593,10.44642308,44018518.52,,6.666666667,0.072700836,5000.0,2083.0,210.0,1448.3,75.76,,,,,276.0,79.28,63.82666667,478.7,750.0,145.0,99.83,20.0,,,,22556.0,32.797,-0.865194768,,750.0
1359,,,29.33333333,220.0,,,50.0,24.7175,50.0,11.2346,0.030291845,1.804288385,11.5648568,52988888.89,,6.666666667,0.072693437,5000.0,2083.0,190.21,1437.7,86.61,,,,,44.6,88.23,63.82666667,478.7,750.0,132.0,97.64,20.0,,,,22353.0,32.498,-0.904056571,,750.0
1360,,,30.66666667,230.0,,,,24.72,,10.728,0.017531467,1.55760121,12.55206361,61388888.89,,8.0,0.087225784,6000.0,2083.0,184.23,1436.8,95.84,,,,,58.16666667,96.11,63.82666667,478.7,750.0,128.0,97.7,20.0,,,,22150.0,32.201,-0.912304375,,750.0
1361,,,33.33333333,250.0,,,,24.9925,,10.7578,0.014658838,2.665944734,11.46602867,56622222.22,5.0,8.0,0.087266381,6000.0,2083.0,170.0,1416.7,81.75,,,,,52.16666667,84.71,63.82666667,478.7,750.0,120.0,101.98,22.66666667,,,,21937.0,31.906,-0.966278755,,750.0
1362,,,33.33333333,250.0,,,,25.335,,11.324,,,12.50101643,62633333.33,5.0,8.0,0.087282884,6000.0,2083.0,140.0,1400.0,92.01,,,,,150.1666667,93.38,63.82666667,478.7,750.0,100.0,101.36,22.66666667,,,,21730.0,31.611,-0.948091468,,750.0
1363,,,33.33333333,250.0,,,,25.79,,11.0856,0.03505878,1.979210961,12.01960082,58414814.81,5.0,8.0,0.087097898,6000.0,2083.0,200.0,1666.7,93.3,,,,,84.825,95.12,63.82666667,478.7,750.0,120.0,105.75,22.66666667,,,,21572.0,31.315,-0.729761679,,750.0
1364,,,33.33333333,250.0,,,,25.57,,12.1286,0.054772108,1.618782408,13.98468857,69685185.19,5.0,8.0,0.087185225,6000.0,2083.0,200.0,1666.7,98.82,,,,,122.6133333,99.05,63.82666667,478.7,750.0,120.0,100.38,22.66666667,,,,21346.0,31.018,-1.053180898,,750.0
1365,,,33.33333333,250.0,,,,25.585,,10.6386,,,13.44900225,69992592.59,5.0,8.0,0.086491473,6000.0,2083.0,193.88,1623.5,98.44,,,,,80.40833333,98.73,63.82666667,478.7,750.0,119.0,100.43,22.66666667,,,,21311.0,30.72,-0.164099716,,750.0
1366,,,33.33333333,250.0,,,,25.54,,12.2478,,,14.05557572,76003703.7,5.0,8.0,0.085705715,6000.0,2083.0,188.94,1604.0,99.87,,,,,152.0433333,99.87,63.82666667,478.7,750.0,118.0,99.89,22.66666667,735.8386756,2.59292479,19.62424216,21297.0,30.421,-0.065715361,5.898962213,750.0
1367,,,33.33333333,250.0,,,,25.4925,,10.8472,0.379314138,1.662666302,16.27180522,93762962.96,5.0,8.0,0.085622547,6000.0,2083.0,188.27,1597.7,101.69,,,,,88.68833333,101.39,63.82666667,478.7,750.0,118.0,99.68,22.66666667,,,,21107.0,30.12,-0.896147871,,750.0
1368,,,33.33333333,250.0,,,,25.735,,10.9962,0.087929867,2.023001499,13.40515129,69914814.81,5.0,8.0,0.085223641,6000.0,2083.0,189.57,1601.7,99.73,,,,,41.38166667,99.71,63.82666667,478.7,750.0,118.0,99.6,22.66666667,,,,20993.0,29.819,-0.54156902,,750.0
1369,,,33.33333333,250.0,,,,25.8775,,10.728,0.288234586,3.409020142,11.02357999,61155555.56,5.0,8.0,0.084718241,6000.0,2083.0,190.47,1609.0,100.34,,,,,65.72333333,100.26,63.82666667,478.7,750.0,118.0,99.77,22.66666667,,,,20905.0,29.517,-0.420068401,,750.0
1370,,,33.33333333,250.0,,,,25.98,,11.8306,0.049506404,1.974412232,11.98316325,73281481.48,5.0,8.0,0.084000672,6000.0,2083.0,191.21,1630.0,100.29,,,,,802.26,100.54,63.82666667,478.7,750.0,117.0,101.97,22.66666667,,,,20867.0,29.214,-0.181940106,,750.0
1371,99.99721527,,33.33333333,250.0,,,,26.085,,11.2644,0.023036049,0.788714203,15.1559447,76418518.52,5.0,8.0,0.083339121,6000.0,2083.0,190.98,1644.5,100.27,,,,,72.12333333,100.47,63.82666667,478.7,750.0,116.0,101.64,22.66666667,,,,20814.0,28.91,-0.254312654,,750.0
1372,100.0,,33.33333333,250.0,,,,,,,0.297528659,0.942286005,16.95815157,94162962.96,,8.0,0.082859195,6000.0,,191.3,1655.5,100.63,,,,,73.09,100.87,63.82666667,478.7,750.0,116.0,102.28,22.66666667,,,,20713.0,28.605,-0.486431474,,750.0
1373,,,,,,,,,,,,,15.8186441,96088888.89,,,,,,191.62,1666.5,100.61,,,,,,100.85,,,,115.0,102.31,,,,,20585.0,28.3,-0.619886725,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,78.67832724,,51.06603188,24670.0,1900.0,22.35294118,65.76576577,4376.2425,84.43396226,1789.6092,,,7.821030714,1731308674.0,,17.59470089,0.101053645,850000.0,1410.0,604649.0,3983.1,48.82,17.54439029,2.851224461,24.38160312,,110.2352941,52.6,40.04785759,19347.12,48310.0,151804.0,61.73,8.693852205,,,,3286071.0,39.067,-0.543790016,,48670.0
1376,76.1583715,,52.05961499,25150.0,1868.0,20.80178174,64.61538462,4199.465,80.75117371,1722.2314,,,6.718342047,1632945480.0,86.33093525,18.588284,0.105142486,898000.0,1410.0,610146.0,4159.3,51.24,15.60233468,2.441242269,21.75545524,,102.110245,56.66,40.8294349,19724.7,48310.0,146693.0,66.98,8.693852205,45886.36414,2.327885006,1114.919924,3266596.0,38.247,-0.594416208,0.542733816,48670.0
1377,77.82799734,8.902186879,52.05961499,25150.0,,,65.73938507,4487.605,82.30088496,1859.1624,1.643521406,1.979371811,6.997518613,1791492378.0,85.38708383,18.588284,0.103587018,898000.0,1410.0,770803.0,4304.8,56.48,14.39265831,1.685735248,20.20052114,,108.6525612,65.19,41.03777686,19825.35,48310.0,179058.0,81.75,8.693852205,,,,3245255.0,37.435,-0.655453462,,48670.0
1378,77.76927558,7.921272366,52.05961499,25150.0,,,66.28733997,4657.53,84.58498024,2138.4778,0.571984848,2.325073289,6.805119218,1846735198.0,84.48795771,18.588284,0.102102295,898000.0,1410.0,766129.0,4343.4,58.59,15.22063825,1.716349964,21.80838143,,73.39309577,66.47,41.24611882,19926.0,48310.0,176390.0,81.54,8.693852205,,,,3221558.0,36.629,-0.732883603,,48670.0
1379,78.47057309,7.77412731,50.40364314,24350.0,,,65.32374101,4536.7775,83.88429752,2033.7606,0.683696954,2.210822814,6.693849844,1432695918.0,83.63045142,16.97371145,0.091929776,820000.0,1410.0,656277.02,4000.8,62.86,14.264522,1.458038345,20.50356118,,52.24268293,66.57,41.45446077,20026.65,48310.0,164037.0,74.23,8.652452908,,,,3157182.0,35.395,-2.018523589,,48670.0
1380,80.20530091,8.944973107,50.03104947,24170.0,,,67.11409396,5004.965,85.11450382,2234.0762,0.456261529,2.073392611,7.020472993,1567137177.0,82.81174051,16.97371145,0.090676599,820000.0,1410.0,619972.7,3824.8,57.58,14.23600971,1.77385339,20.21898733,,59.17317073,63.74,41.66280273,20127.3,48310.0,162095.0,76.41,8.279859242,,,,3074392.0,33.997,-2.657269945,,48670.0
1381,79.72760691,9.937939595,50.03104947,24170.0,,,65.79310345,4766.2525,85.82375479,2236.1324,0.378556049,2.156455705,7.211935284,2580254523.0,82.02925046,16.97371145,0.089473078,820000.0,1410.0,682011.03,3808.6,56.01,13.68289757,2.559062563,19.24850498,,58.2402439,67.16,41.87114469,20227.95,48310.0,179069.0,89.57,8.279859242,,,,2990464.0,32.63,-2.767859882,,48670.0
1382,80.73908289,9.193214729,50.03104947,24170.0,,,65.57823129,4816.4825,86.28158845,2387.6058,0.412959318,2.250752181,6.85871932,2598071224.0,81.49538504,16.97371145,0.0883224,820000.0,1410.0,745339.0,4262.9,62.67,13.69089557,1.933986591,19.64676479,,80.46707317,74.64,42.07948665,20328.6,48310.0,174845.0,98.41,8.279859242,,,,2905016.0,31.29,-2.898966128,,48670.0
1383,90.49895287,8.895324783,50.03104947,24170.0,,,67.82608696,5457.645,86.82432432,2569.5646,0.563484799,1.437432562,6.511573911,2862843326.0,81.02011588,16.97371145,0.087213575,820000.0,1410.0,779887.0,4368.1,62.0,12.85388232,1.769518734,18.50081465,,94.75731707,76.32,42.28782861,20429.25,48310.0,178540.0,105.06,8.279859242,,,,2818781.0,29.98,-3.013437604,,48670.0
1384,92.61719486,8.852732582,49.61705651,23970.0,,,68.0,5609.6175,86.64383562,2527.7552,0.781554137,1.190148359,6.335822168,3048962455.0,80.5942977,16.55971848,0.084007599,800000.0,1410.0,806624.0,4468.8,55.98,12.68068572,2.624913322,18.05163206,,80.39875,70.68,42.49617057,20529.9,48310.0,180503.0,99.88,8.279859242,,,,2733086.0,28.7,-3.087314829,,48670.0
1385,92.90400742,8.969545265,49.61705651,23970.0,,,,5848.2925,,2588.8452,0.705339045,1.131799768,6.137352516,2961952541.0,80.21059424,16.55971848,0.082918215,800000.0,1410.0,815971.0,3954.3,64.79,13.12790137,1.777231847,18.90371638,,80.56,77.02,42.70451252,20630.55,48310.0,206348.0,101.75,8.279859242,,,,2649165.0,27.458,-3.11868777,,48670.0
1386,93.58837004,8.656654151,49.61705651,23970.0,,,,5955.6275,,2708.2538,0.972669697,1.090200589,6.057457826,3262558128.0,79.86305198,16.55971848,0.081835111,800000.0,1410.0,886456.16,4436.0,71.08,12.41710742,2.140333539,18.09707144,,107.00625,79.21,42.91285448,20731.2,48310.0,199832.0,94.97,8.279859242,,,,2565842.0,26.247,-3.195780614,,48670.0
1387,92.48682048,8.694201085,49.61705651,23970.0,,,,5993.4775,,2667.8152,0.958773595,0.982060985,5.636860249,3271057241.0,80.69354595,16.55971848,0.080777589,800000.0,1410.0,912362.0,4605.6,79.02,12.04023586,1.93754616,17.77929597,,94.15625,84.85,43.03924653,20792.26,48310.0,198098.0,96.5,8.279859242,,,,2493068.0,25.173,-2.877260932,,48670.0
1388,92.27649483,,48.68557235,23520.0,,,,5973.9275,,2573.3194,0.788318128,0.934983351,5.401093851,3277466691.0,81.44347589,16.55971848,0.079753705,800000.0,1410.0,707550.49,3747.7,82.1,11.35924875,1.603400529,17.00316734,,74.46375,84.87,43.16563858,20853.32,48310.0,188794.0,90.52,7.348375078,,,,2427273.0,24.198,-2.674567558,,48670.0
1389,93.44198768,,48.68557235,23520.0,,,,5999.585,,2595.3714,0.799011116,1.157457839,5.304865946,3325204525.0,82.12402246,16.55971848,0.078763019,800000.0,1410.0,772950.27,4031.5,88.7,11.08169134,1.545387397,16.53765856,,79.7825,90.84,43.29203064,20914.38,48310.0,191727.0,95.08,7.348375078,,,,2361616.0,23.251,-2.74222745,,48670.0
1390,93.63989381,,48.68557235,23520.0,,,,6019.3975,,2642.2766,0.674646207,1.79251801,5.193456291,3488961635.0,82.74438892,16.55971848,0.077805004,800000.0,1410.0,936568.81,4965.6,97.53,11.25944686,2.275209344,16.44259666,,94.733275,96.53,43.41842269,20975.44,48310.0,188610.0,94.6,7.348375078,,,,2295996.0,22.33,-2.817939417,,48670.0
1391,93.91660895,,50.27944525,24290.0,,,,5997.01,,2761.3276,0.781267463,1.379728538,5.484695931,3903174362.0,83.31221979,18.15359139,0.084279662,877000.0,1410.0,941949.7,5109.8,98.71,9.715289361,1.447843807,14.60938185,,134.1668985,99.41,43.54481474,21036.5,48310.0,184342.0,101.17,7.348375078,45389.62872,2.285453231,1094.5976,2230386.0,21.434,-2.899207163,0.460925641,48670.0
1392,95.03713281,,50.27944525,24290.0,,,,6047.445,,2823.7288,0.694876422,1.21988096,5.507273224,4169261802.0,83.31221979,18.15359139,0.0833049,877000.0,1410.0,984000.73,5172.1,103.76,8.926992317,1.12289369,13.58993083,,149.9861345,104.06,43.71227489,21117.4,48310.0,190252.0,104.23,7.348375078,,,,2164894.0,20.564,-2.980326515,,48670.0
1393,100.0,,50.27944525,24290.0,,,,6146.3625,,2896.2024,0.656133461,1.469783765,5.342666643,4274028935.0,83.31221979,18.15359139,0.082368733,877000.0,1410.0,1039462.0,5174.7,109.76,9.577105117,1.283053223,14.69141547,,150.9639339,106.29,43.87973504,21198.3,48310.0,200873.0,99.42,7.348375078,,,,2099956.0,19.723,-3.045500739,,48670.0
1394,95.90138362,12.27169617,50.27944525,24290.0,,,,6282.7425,,3021.3922,0.515134343,1.32492551,5.147782819,4404205674.0,83.31221979,18.15359139,0.081463701,877000.0,1410.0,1106065.79,5040.8,118.35,9.330045274,1.486668076,14.11542543,,278.5378791,113.77,44.0471952,21279.2,48310.0,219424.0,104.35,7.348375078,,,,2037484.0,18.926,-3.020067879,,48670.0
1395,96.29821771,,51.10349035,24290.0,,,,6246.775,,3010.247,0.48729482,1.178306709,5.227288926,4649222519.0,83.31221979,18.45111611,0.080592677,877000.0,1410.0,1060639.28,5087.2,120.86,8.786789481,1.388822904,13.47251159,,155.08374,117.07,44.93930277,21360.1,47531.0,208491.0,108.69,7.468809829,,,,1977456.0,18.172,-2.990454325,,146839.31
1396,100.0,,51.10349035,24290.0,,,,6322.865,,3015.5812,0.521876534,1.353082785,6.041477525,4763382190.0,83.31221979,18.45111611,0.079729708,877000.0,1410.0,1087186.82,5130.0,117.58,8.952884885,1.23487653,13.67424773,,174.9731471,112.34,45.10950748,21441.0,47531.0,211928.0,102.49,7.468809829,,,,1920541.0,17.46,-2.920425291,,146839.31
1397,94.82838553,,51.10349035,24290.0,,,,,,,0.616921086,1.443554844,5.665782146,5339627201.0,,18.45111611,0.078881995,877000.0,,1160646.99,5232.0,119.04,8.008813239,1.381576319,12.11743825,,162.1947548,114.96,45.27971219,21521.9,47531.0,221838.0,106.86,7.468809829,,,,1866357.0,16.787,-2.861851473,,146839.31
1398,,,,,,,,,,,0.754639513,1.268105549,5.787991236,6571532919.0,,,,,,1212049.17,5223.6,136.2,7.713366906,1.271076785,11.75719862,,,127.89,,,,232034.0,111.38,,,,,1813679.0,16.152,-2.863102342,,
1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,83.82292033,,32.51328716,80750.0,14600.0,90.68322981,58.0,10443.17,93.02325581,3992.2762,5.040370371,3.243229361,17.57135182,3451939970.0,,6.482525366,0.1297127,1610000.0,2274.0,1846698.0,2123.1,87.98,27.37475988,22.38148677,30.33516074,,109.0062112,78.16,55.64773313,138206.71,248360.0,869797.0,58.0,5.516186181,,,,4990139.0,40.204,0.477397007,,256370.0
1401,85.36552415,,32.47704944,80660.0,14652.0,90.66831683,54.22116528,9122.86,92.09876543,3725.5364,3.943518101,3.279349395,15.40454427,2823308654.0,86.20376795,6.506683846,0.127984723,1616000.0,2087.0,1885187.0,2306.0,72.21,27.92983152,22.9508085,30.70354866,,101.7326733,69.77,55.28466742,137305.0,248360.0,817509.0,62.66,5.488001288,253522.8514,1.232309279,3148.645925,5012850.0,39.701,0.454085054,0.786165239,256370.0
1402,85.91831473,,31.34562732,77850.0,,,54.80446927,9812.175,93.56060606,4936.072,5.74770691,2.169668506,12.65726659,3097021000.0,85.20425388,6.039619907,0.11677222,1500000.0,2274.0,1644375.35,1899.4,85.6,29.04316761,23.98536951,31.95410047,,233.1006667,80.15,55.00188839,136602.69,248360.0,865736.0,67.67,5.234337252,,,,5035573.0,39.201,0.452270744,,256370.0
1403,86.52611088,8.584779706,30.1578354,74900.0,,,54.38407746,10106.415,92.25941423,4407.6584,6.59322905,1.455033307,11.23092289,3206310000.0,84.22765245,5.475922049,0.10405024,1360000.0,2274.0,2057297.52,2434.6,77.38,28.52286625,23.16456389,31.68753802,,167.6220588,75.49,54.71910936,135900.38,248360.0,845030.0,67.79,4.992752456,,,,5082114.0,38.882,0.919999369,,256370.0
1404,88.12867478,9.268965517,29.19149622,72500.0,,,52.91622481,9984.8,91.507431,4307.1132,5.644476312,1.502130368,10.84329972,3516792000.0,83.27318471,5.230310839,0.097660479,1299000.0,2274.0,2055012.78,2617.3,84.39,29.90170724,23.21969704,33.94692497,,156.8221709,80.16,54.43633033,135198.07,248360.0,785161.0,68.61,4.783378966,,,,5145430.0,38.684,1.238162532,,256370.0
1405,87.81639573,9.525707453,30.30681269,75270.0,,,53.11392405,10486.6375,91.2601626,4482.1584,5.245857867,1.442762336,9.691921337,3546435000.0,82.34010665,5.141729747,0.094350824,1277000.0,2274.0,2607223.0,2922.2,87.81,30.5654457,26.19145903,33.3710361,,217.5293657,82.79,54.1535513,134495.76,248360.0,892221.0,70.68,5.016910936,,,,5208923.0,38.486,1.226417446,,256370.0
1406,89.64994262,10.02666667,30.19809953,75000.0,,,51.01419878,10062.64,90.42553191,4234.4012,4.354585331,1.33302865,9.481169299,3935357000.0,81.4277072,5.218231599,0.094117565,1296000.0,2274.0,2303958.0,2841.6,86.59,30.51500448,25.4608156,33.70193418,,150.8294753,81.33,53.87077227,133793.45,248360.0,810795.0,69.89,4.888065711,,,,5272400.0,38.289,1.211255031,,256370.0
1407,91.09749558,10.22299839,29.97262039,74440.0,,,50.04970179,10071.3575,90.0,4311.315,4.038917199,1.064849046,9.408136106,4403200000.0,81.4277072,4.964567563,0.088014464,1233000.0,2274.0,2278620.0,2830.0,85.72,29.62036598,25.06005783,32.50438805,,207.7899432,84.07,53.58799324,133091.14,248360.0,805174.0,77.97,4.884039298,,,,5336472.0,38.093,1.207909362,,256370.0
1408,92.18968295,10.75283324,29.84377517,74120.0,,,48.85,9769.2475,88.96247241,4020.8246,3.640591714,1.06262198,9.355655707,4772112000.0,81.4277072,4.811563859,0.083848852,1195000.0,2274.0,2726972.0,3144.0,89.49,28.48734205,22.69863332,32.17107159,,199.1062762,88.01,53.30521421,132388.83,248360.0,867353.0,82.2,4.912224191,,,,5400875.0,37.896,1.199621701,,256370.0
1409,93.27339468,10.18132975,29.9766468,74450.0,,,48.41427156,9766.1375,89.43089431,4393.5332,3.546883827,1.015342604,8.965682892,5537442000.0,81.4277072,4.976646803,0.085260213,1236000.0,2274.0,2286313.5,2980.3,92.54,27.95476752,21.6494014,31.97702574,,214.1197411,91.59,53.02243517,131686.52,248360.0,767151.0,87.25,5.089386375,,,,5465292.0,37.7,1.185657364,,256370.0
1410,92.28255511,12.63537906,30.33660815,75344.0,,,,10456.81,,4613.2486,4.606636537,1.040001189,9.913941346,6198165000.0,81.4277072,4.829280077,0.081355154,1199400.0,2274.0,2437916.97,2965.5,100.2,28.53461982,21.93708958,32.67780567,,187.2786393,97.02,52.73965614,130984.21,248360.0,822099.0,88.74,5.431631503,,,,5529274.0,37.505,1.163897188,,256370.0
1411,93.67670254,12.56385291,30.18883878,74977.0,,,,10575.495,,4834.4242,4.213984992,1.029939539,9.733118078,6769906000.0,81.4277072,4.776936705,0.079148289,1186400.0,2274.0,2394927.21,2723.1,102.99,27.87781486,20.87902177,32.21304172,,252.070971,99.5,52.45687711,130281.9,248360.0,879497.0,92.16,5.602351425,,,,5592614.0,37.31,1.139027561,,256370.0
1412,91.94873342,12.76867998,29.57843453,73461.0,,,,10397.4425,,4881.7168,3.687154237,1.166729843,9.601116667,7611445000.0,81.4277072,4.653325817,0.07584464,1155700.0,2274.0,2195833.56,2299.8,96.97,27.90542138,20.87030837,32.22980599,,275.355196,99.14,52.28856499,129863.88,248360.0,954785.0,98.38,5.554437107,,,,5660664.0,37.149,1.20944012,,256370.0
1413,93.05280454,12.62838189,30.22588178,75069.0,,,,10362.4775,,4722.9424,3.842600318,0.968938494,8.642412749,7598802000.0,81.4277072,4.621919794,0.074135151,1147900.0,2274.0,2620285.81,2914.6,94.01,27.98124167,21.03932893,32.33953573,,254.7435404,95.51,52.12025286,129445.86,248360.0,899018.0,95.69,5.568529554,,,,5730895.0,37.012,1.233051417,,256370.0
1414,95.44513829,12.57819779,30.25044291,75130.0,,,,10376.915,,4665.339,3.95178377,0.854259791,8.769342903,8342246000.0,81.4277072,4.807537446,0.075939759,1194000.0,2274.0,2436956.9,2592.5,85.92,26.64960542,20.74411,30.38177289,,236.1709883,93.7,51.95194073,129027.84,248360.0,939988.0,102.67,5.914801095,,,,5797852.0,36.875,1.161579014,,256370.0
1415,97.50285299,16.63926941,22.04461266,54750.0,,,,9279.3,,4565.0322,4.315585941,0.856980771,9.126508259,9284062000.0,81.4277072,3.905620873,0.060784582,970000.0,2274.0,2814310.08,3216.0,99.16,25.28036857,20.13271929,28.45055637,,344.0164536,101.57,51.7836286,128609.82,248360.0,875088.0,104.69,5.705427605,,,,5862807.0,36.739,1.114099501,,256370.0
1416,97.01840257,15.66764553,23.30890643,57890.0,,,,8610.915,,4064.3028,5.630168614,0.885487982,9.454851422,9387758000.0,81.4277072,4.300209373,0.065942607,1068000.0,2274.0,3238472.69,3927.0,106.98,26.19157055,22.59625884,28.53506939,,254.8125843,103.22,51.61531648,128191.8,248360.0,824670.0,98.79,5.971170881,253213.9217,1.227164128,3135.499663,5928024.0,36.602,1.106243743,0.86138451,256370.0
1417,96.78349144,16.27991298,22.2096956,55160.0,,,,8571.2425,,4311.4342,6.024679613,0.962848701,9.519016728,9513086000.0,81.4277072,3.929779353,0.059368895,976000.0,2274.0,2372925.49,3362.1,93.86,26.94193273,23.84446785,29.06876643,,345.4452254,95.2,51.3565389,127549.1,248360.0,705783.0,96.52,5.794008697,,,,5994859.0,36.466,1.121133203,,256370.0
1418,97.7979632,17.28085868,22.50765019,55900.0,,,,8571.3225,,4321.2384,5.300560199,0.975612221,9.329258912,9730031000.0,81.4277072,4.159284909,0.061867609,1033000.0,2274.0,2801628.56,3771.3,98.0,27.69385642,24.79347406,29.71337368,,369.9862246,95.69,51.09776131,126906.4,248360.0,742875.0,91.75,5.757770978,,,,6066000.0,36.33,1.179714066,,256370.0
